acorn_out1.png,"stem, cap, smooth, woody, poisonous, rough, pointy, natural, intact, scaly|acorn, squirrels, hard, pithy, green, brown, fairy hat, oak, tree"
treadmill_out1.png,"treadmill, handles, screen, equipment, belt, gauges, stand, black, gray, heavy|gym, exercise, sweating, burning calories, walking, jogging, fitness, heart rate, boring, exhausting"
treadmill_out1.png,"Treadmill with television screen, adjustment settings, calorie and workout tracker |Treadmill used for running and exercise, features that allow to track workout progress and also watch tv."
treadmill_out1.png,"machine, digital, pad, arms, screen, buttons, dark, smooth, plastic, metal|exercise, running, workout, tiring, gym, fitness, studio, legs, shoes, heart-rate"
treadmill_out1.png,"digital screen attached to the running feature, usually can be folded up for storage|working out during the winter months when it is too cold to be outside"
treadmill_out1.png,"black, big, screen, bars to hold for balance, music connector |running, walking, getting cardio up, sweating to lose weight, work out"
treadmill_out1.png,"treadmill, exercise machine, electrical parts and pieces, video screen, fan|exercising, walking on the treadmill, burning off some calories, walking"
treadmill_out1.png,"safety handles, screen, electronic buttons, running deck, led console, lcd display|fitness, cardio, cardiovascular, exercise, sweat, work out, gym, health, healthy"
treadmill_out1.png,"exercise equipment, machine, technology, screen, device, this is a device for exercise|I wonder how much this item would cost when new"
treadmill_out1.png,"Flat black, rubber coated base, curved supports, computer monitor screen, black frame|Tread mill, jogging in place, exercise, losing weight, healthy plan"
trophy01_out1.png,"large award, cup award, wood stand, deep cup, cup has handles|award that can be used for school competitions, not heavy"
trophy01_out1.png,"trophy, brass, wood, writing, handles, given as an award, for winners|victory, champions, defeat, losing, hockey, sports, only temporary, not important"
trophy01_out1.png,"Trophy, Heavy, Hard, Square, Steel, Blunt, Handle, Cup, Mirror, Edges|A trophy, An award, Sports, Accomplishment, Victory of some sort"
trophy01_out1.png,"wooden base, shiny metallic-looking cup mounted on base, two long handles attached to sides|a trophy, the winner, who won it?, ornamental-looking, shiny, display"
trophy01_out1.png,"shiny gold metal, thin handles, plaque on the front, engravable|hooray, a trophy!, awards are so fun, i wonder what the person did?"
trophy01_out1.png,"shiny, ornate, large solid base, illegible writing, wood, two handles|sporting event, baseball, spelling bee, clean and shiny, winners, victories,"
trophy01_out1.png,"trophy, large, winning, football, wooden stand, display case, first place|Looks like a team won a big cup for something, reminds me of Stanley Cup, hockey, soccer, football, championship"
trophy01_out1.png,"trophy, metal, wood, this item is given to commemorate something|I wonder what the purpose of this trophy initially was"
trophy01_out1.png,"trophy, square, gold, goblet, handles, writing, etching, award, wood, words|award, sports, school, trophy, gold, winner, loser, words, wish, game"
trophy01_out1.png,"metal, brass, base, wood, plaque, cup, give this to winners, good for ceremonies|hockey, soccer, sports, tournament, competition, games, school, college, quizzes, puzzles"
trophy01_out1.png,"shiny, square base, fake gold, two handles, made of plastic|winner's circle, first place trophy, good job, put name on it"
trophy01_out1.png,"Bright silver metal trophy, square wooden base, curved side handles|Trophy, winner, first place, team player, commendation, number one, sports"
trophy01_out1.png,"trophy, gold, sports, fun, sportsmanship, team, effort, plaque, reward, prize|I think of getting my first ever trophy for marching band."
uprightpiano01_out1.png,"wood, keys, black, white, bench, pedals, ivory, musical, strings, tuned|music, lessons, sitting, playing, fingers, chopsticks, nostalgia, fun, harmony, singing"
uprightpiano01_out1.png,"keys, piping, piano, grand piano, tuner, has a chair, black|tall piano, nice chair, seems clean, no scratches, looks sturdy"
uprightpiano01_out1.png,"black, upright, keys, pedals, bench, wood, heavy, musical, classic, ornate|This looks a bit country, i like grand pianos instead"
uprightpiano01_out1.png,"piano, bench, 88 keys, flat, sharp, out of tune, play|If it sounds tinny then that is bad on the ears, lots of kids start to play and never finish"
uprightpiano01_out1.png,"piano, instrument, keyboard, ivory, upright, bench, music, keys, harmony, talent|music, melody, keyboard, ebony, ivory, upright, classic, fingers, band, accompaniment"
uprightpiano01_out1.png,"wood, eighty eight keys, wires, bench, pedals, ivory, metal, lid |practice, playing, songs, music, sore bottom, sore fingers, headache, laughter"
uprightpiano01_out1.png,"piano, bench, black and white keys, organ, foot pedals, sheet music ledge|tickling the ivories, playing Chopsticks, moving piano gags, taking piano lessons, church music"
uprightpiano01_out1.png,"Large square wooden shape, long row of white and black keys|Piano, bench, music lessons, teacher, songs, orchestra, master pianist, children's tunes"
uprightpiano01_out1.png,"keys, pedals, wooden frame, wooden bench, four legs on bench, solid stand on piano|piano, music, beautiful, old, rustic, saloon, great condition, good carpentry, pretty legs on stool"
uprightpiano01_out1.png,"keyboard, bench, foot pedals, lots of keys, upright, wooden, ivories|music, laughter, practice, dance halls, musicians, children, choirs, diligence, performance, percussion, strings"
uprightpiano01_out1.png,"Upright piano, wooden, ivory and black keys, pedals, bench, classical|Classical music, piano lessons, hymns, church, school choir, old fashioned player piano"
uprightpiano01_out1.png,"piano, wooden, keyes, white, black, pedals, bench, makes music, rollers|bars, drinking, happiness, the entertainer, Mr. Piano Man, Victor Borgia"
uprightpiano01_out1.png,"keys, instruments, heavy, large, big, black, wood, plastic, musical device|I wonder what the current price of this item is"
wheelbarrow01_out1.png,"An empty and clean wheel barrel, single tire and two handles|gardening outside in the spring time, going to a tree nursery"
wheelbarrow01_out1.png,"black, rubber handles, black wheels, deep barrow, long handle, shiny|easy to steer, deep for heavy loads, rubber handle for softer grip"
wheelbarrow01_out1.png,"wheelbarrow with handles, one rubber wheel, large basin, sturdy holder|gardening, moving dirt, outdoors, back and front yards, sitting on the ground"
wheelbarrow01_out1.png,"Strong painted metal bin, long support tubes, rubber handle grips, air filled tire|Wheelbarrow, gardening project, farmer, moving dirt, raking leaves, cleaning the yard"
wheelbarrow01_out1.png,"wheelbarrow, plastic or metal, one wheel, two handles, metal bent to balance|really boring and generic wheelbarrow, two handles, built for one person, metal or plastic"
wheelbarrow01_out1.png,"black, white, grey, wheelbarrow, wheel, handles, metal, plastic, handle grips|yard work, leaves, dirt, rolling, equipment, landscaping, work, gardening, race"
wheelbarrow01_out1.png,"wheel, barrel, wheel barrel, handles, metal rods, carrying compartment, brakes|carrying dirt, carrying concrete mixer, yard work, heavy, chores, tiring"
wheelbarrow01_out1.png,"wheel, tool, handles, container, device, technology, wheelbarrow, useful, metal, heavy|I wonder what the price of this item is.  I wonder when this item was invented."
wheelbarrow01_out1.png,"metal, wheelbarrrow, tire, handles, for yard work, one wheel, strong|i use one for hauling mulch around, i always get hurt using it"
wheelbarrow01_out1.png,"wheelbarrow, tool, utility, garden, dirt, cement, pushing, walking, black and white|I think of doing garden work when I see this."
wheelbarrow01_out1.png,"Wheeled, mobile, transport, handles, balanced, framework, metal, basic, standard, typical|Working around the house, being able to move heavy objects with greater ease"
wheelbarrow01_out1.png,"Wheel, metal bars, plastic cart, rubber handles, easily transported, rolls|Transporting things, running, construction work, construction workers, cement, sand, unicycles"
wheelbarrow01_out1.png,"wheel, wheelbarrow, yard work, gardening, tools, work, leaves, dirt, flowers|doing yard work, working with flowers, a gardener hard at work"
sun_abrlnvzmqklirrnl.jpg,"two conveyor belts, domed ceiling, walkways on sides, windows show darkened sky|This looks like the conveyor belt for customers at an airport, it strangely reminds me of playing on the escalators at department stores in my childhood"
sun_abrlnvzmqklirrnl.jpg,"indoor motorized walkways, handrail, symmetrical layout, rows of curved windows|vanishing point drawing lessons, lonely mood, isolation, industrialization, strangers passing like ships in the night"
sun_abrlnvzmqklirrnl.jpg,"roof recessed lighting, glass, metallic structure, flat moving surface, ribbed floor|airport pedestrian conveyance equipment, time saving technology, lazy man's motion"
sun_abrlnvzmqklirrnl.jpg,"moving walkway, hand rails, shiny metal, lighting in ceiling, windows|looks like an airport, would feel industrial and large, cold"
sun_abrlnvzmqklirrnl.jpg,"moving walkway, railing, windows, ceilings, ceiling lights, conveyer belt, floor|Rushing at the airport, moving, standing while moving, being lazy"
sun_abrlnvzmqklirrnl.jpg,"escalator, railing, roof, lights, ceiling, sides, curved edges, windows, wood, metal|airports, futuristic, spaceships, travelling, taking a trip, airplanes, luggage, terminals"
sun_abrlnvzmqklirrnl.jpg,"an airport at night, two conveyer belts, lots of windows|coming home after a long business trip, having my family meet me at baggage claim"
sun_abrlnvzmqklirrnl.jpg,"airport, walking, moving walkway, belts, railing, windows, high ceiling, glass |walking, traveling, airport, trip, vacation, busy, crowded, rushing, hurrying, bustle"
sun_abrlnvzmqklirrnl.jpg,"long walk, moving sidewalk, well lit, empty room, indoor, plastic railing|Useful to get long distances, keeps people moving through, it moves you from one end to the other."
sun_abrlnvzmqklirrnl.jpg,"This appears to be a human created building of some sort, metal, floor, ceiling|I wonder what the purpose of this building is, I wonder what the value of this building is"
sun_abrlnvzmqklirrnl.jpg,"Very long moving walkways, curved striped ceiling, smooth plastic hand rails|Airport automatic walkways, deserted area, desolate, empty, eerie science fiction feeling"
sun_abrlnvzmqklirrnl.jpg,"empty tunnel, lights, double moving floor, rubber railings, windows, shiny|people, moving, getting places, going to work, subways, crowd, loud"
sun_aflrhkzrzqbuvzpm.jpg,"Ceiling fan, folding chairs, rug, hardwood floors, patio, sliding doors|Nice view, very open and simple space, not a lot of clutter, high ceilings, airy, sunny"
sun_aflrhkzrzqbuvzpm.jpg,"window, view, chairs, table, floor, rug, end table, television, walls|peaceful, alone, home, living room, dining room, spacious, hardwood, happy"
sun_aflrhkzrzqbuvzpm.jpg,"Reclining chairs, ceiling fan, large windows, dining table, chairs, television, balcony, wood floors, area rug|Summer, beach, family, friends, warm temperature with a breeze, sound of wind and waves, relaxation,"
sun_aflrhkzrzqbuvzpm.jpg,"multiple director's chairs around a table, overstuffed furniture, large windows and balcony facing scenery|This reminds me of a vacation house that I would rent for my entire family, nice inside but something you would never personally pick"
sun_aflrhkzrzqbuvzpm.jpg,"chair, comfort, fan, ceiling, wall, floor, wood, reflection, window, glass|I wonder what was the most fun anybody ever had here"
sun_aflrhkzrzqbuvzpm.jpg,"chairs, table, plant, windows, railing, balcony, alcoves, cabinets, carpet, wood floors|Relaxing, sitting together, standing on the balcony, talking together, being outside"
sun_aflrhkzrzqbuvzpm.jpg,"ceiling fan, window, balcony, view, sky, trees, alcove, carpet, floor, chairs, ceiling, lights|vacation in Italy, nice house, European, trip, empty, pristine, well maintained"
sun_aflrhkzrzqbuvzpm.jpg,"three large windows, ceiling fan, paisley rug, wood floor, recliners, directors chairs, cabinets|looks like a young person's apartment, furniture doesn't look very nice or high end"
sun_aflrhkzrzqbuvzpm.jpg,"Plush chairs in sunlit living room, folding chairs around a card table, ceiling fan, large picture window|Comfort, leisurely living, upper middle class family, successful, no pets"
sun_aflrhkzrzqbuvzpm.jpg,"living area, sofa chairs, dining chairs, dining table, ceiling fan|comfortable living space, vacation home, sun filled house, beautiful views"
sun_aflrhkzrzqbuvzpm.jpg,"Lounge chairs facing a television, rug on floorboards, a small table with a plant on top, a ceiling fan, a balcony with a golf course view|Country club parlour, View of a golf course, Lounge area, old people's home"
sun_aflrhkzrzqbuvzpm.jpg,"open floor plan, living and dining area, wood floor, ceiling fan, arches, large window|Open House, staged scene, real estate ad, condo life, visiting grandma, cleaning for company"
sun_aadbddgrdsjugojn.jpg,"white cabinets, table, chairs, black oven, curtains, windows, tile floor|quaint but not very nice, looks like it belongs in a cabin"
sun_aadbddgrdsjugojn.jpg,"table, chair, counter, tile, knife, light, ceiling, kitchen, lighthouse, curtains|kitchen, black and white picture, kitchen counter, tile, picture, black stove"
sun_aadbddgrdsjugojn.jpg,"table, cabinet, knob, drawer, appliances, wall, windows, curtains, floor, ceiling, light|I wonder what the current value of this room is"
sun_aadbddgrdsjugojn.jpg,"wood chair, plaid curtains, windows, door, kitchen cabinetry, stove, lighting|home rooms, kitchen furniture sale, cooking meals at home, vacation"
sun_aadbddgrdsjugojn.jpg,"table, chairs, cabinets, appliance, pans, fruit, curtains, lights, ceiling, tile|cooking, eating food, sitting together with family, cleaning up, relaxing"
sun_aadbddgrdsjugojn.jpg,"Eat-in kitchen, kitchen table, white cabinets, countertop, stove, door, windows, curtains, linoleum floor|Homey, visiting, cooking, eating, grandparents, family, back door, warmth, food"
sun_aadbddgrdsjugojn.jpg,"Dining room, Kitchen, cupboards, oven, knife block, tile floor, curtains, back splash painted with Lighthouse |Great kitchen setup even if it looks a bit dated, would be perfect for a family of any size"
sun_aadbddgrdsjugojn.jpg,"dinette kitchen, plaid curtains, mismatched cupboards, tray of fruit, pendant light|cozy feeling, '50s diner style, starter home, newlyweds, reading the paper at the table"
sun_aadbddgrdsjugojn.jpg,"White country style kitchen with an old fashioned AGA stove and a small dining corner with table and two chairs.|clean and cozy, timeless design, inviting, relaxing, old times, countryside"
sun_aadbddgrdsjugojn.jpg,"Smooth tile floor, small dining set, black stove, overhead lights|Kitchen, cozy, family, slippery floor, baking, cooking, food, breakfast nook, happy"
sun_aadbddgrdsjugojn.jpg,"door, windows, curtains, table, chairs, cabinets, drawers, handles, stove, oven|cooking, dinner, rice, pasta, breakfast, eggs, potatoes, frying pan, coffee"
sun_aadbddgrdsjugojn.jpg,"Windows, Checked curtains, dining table with two chairs, Two cups on a dining table, white kitchen cupboards, fruit bowl, Kitchen stove, tiled kitchen floor|An empty kitchen, A kitchen that belongs to a married couple, A clean home"
sun_aadbddgrdsjugojn.jpg,"Table, chairs, doors and windows to outside, cupboards full of kitchen things, oven, light fixtures, plate with sncks on it. covered plates on the top of what I presume is an oven, what I think is a knife rack.|Home, comfortable smells of food,  snacks, family gatherings, big coffee smells, preperations for guests. Just.. home. Home is what comes to mind. This makes me think of a somewhat rural environment, with a lovely field just beyond the door out."
sun_aalbxgjwijppgzjr.jpg,"bed, pillow, bedspread, window, light, shelf, bed frame, picture, radiator|sleeping, going to bed, small space, minimalism, old-fashioned, not decorated"
sun_aalbxgjwijppgzjr.jpg,"wooden bed, pillow, mattress, side shelf, window, shade, windowsill, picture on wall|small room, tiny, claustrophobic, clean linens, comfortable bed, vacation, staying away from home"
sun_aalbxgjwijppgzjr.jpg,"bed, frame, pillow, blanket, comforter, sheets, window, wall, floor, light|bed time, sleep, night, bed, eyes, zzz, cuddle, husband, relax"
sun_aalbxgjwijppgzjr.jpg,"bed, bed frame, pillows, portrait, window, blinds, ceiling lamp, window sill, curtains|sleeping, relaxing, comfortable, zen, tired, comfort, home, comfy, sex, love"
sun_aalbxgjwijppgzjr.jpg,"knotty pine, black pillow, window, white curtain, art on wall, white sheets|it's a really boring bedroom, everything looks so basic and plain"
sun_aalbxgjwijppgzjr.jpg,"Wood four poster bed frame, square pillow, skylight, window, roman shade|Rustic bed frame, crisp white blankets, bedrooms. Sleep simple, slanted ceiling"
sun_aalbxgjwijppgzjr.jpg,"White walls, framed print, wooden four poster bed, black throw pillow|Country bedroom, inn, bed and breakfast, morning, sunshine, comfortable, warm"
sun_aalbxgjwijppgzjr.jpg,"wooden bed, striped sheets, radiator on left wall, alarm clock, small lamp|This room looks like a guest room tucked away in an unused area of a home or apartment, the bed seems to take up the entire room"
sun_aalbxgjwijppgzjr.jpg,"bed, bedroom, picture, window, curtains, headboard, pillow, blanket, radiator, walls|home, safety, security, cozy, neat and tidy, good morning, summer"
sun_aalbxgjwijppgzjr.jpg,"a wooden bedstead, striped sheets and pillows, black pillow on top of sheets, window near the floor, picture on the wall|an attic, cozy, interesting layout, maybe a nice view, I would like that bed, comfortable"
sun_aalbxgjwijppgzjr.jpg,"room, window, wall, floor, pillow, sheets, bed, bedroom, indoors, wood|I wonder what the current price of this item is"
sun_aalbxgjwijppgzjr.jpg,"bedroom, poster bed, headboard and footboard, window, bedside lamp, framed picture|getting guest room cleaned, making the bed, shopping for beds"
sun_aalbxgjwijppgzjr.jpg,"full size bed, pillows, comforter, window, shades, picture, lamp, table|makes me want to take a nap, get dressed, light"
sun_aalhlvzmjmitybdn.jpg,"white medicine cabinet, white towel, clean bathroom, picture on the wall|taking a hot shower on a cold day, using the restroom"
sun_aalhlvzmjmitybdn.jpg,"Sink, faucet, vanity, medicine cabinet, towel, table, window, toilet, mirror|Getting up early for work, brushing teeth, washing face, combing hair, being tired"
sun_aalhlvzmjmitybdn.jpg,"vent, radiator, vanity, toilet paper, mirror, soap dispenser, window, toilet|going to the bathroom, brushing teeth, washing face, combing hair"
sun_aalhlvzmjmitybdn.jpg,"sink, bathroom, faucet, soap, mirror, cabinet, window, blinds, towel, toilet|urination, defecation, singing in the shower, washing, cleanliness, flushing, chores"
sun_aalhlvzmjmitybdn.jpg,"room, sink, faucet, towel, rack, window, blinds, table, porcelain, plastic, wood, glass|I wonder what the current cost of this room would be"
sun_aalhlvzmjmitybdn.jpg,"Sink, bathroom, toilet paper, towel bar, vanity, faucet, soap, mirror, medicine cabinet, tile floor.|Morning routine, washing face, brushing teeth, showering, toweling off body, refreshing, cleaning, cleanliness, hygiene."
sun_aalhlvzmjmitybdn.jpg,"sink, faucet, towel, cabinet, picture, window, blinds, soap, toilet paper|a pretty designed bathroom, a good place to get ready in the mornings"
sun_aalhlvzmjmitybdn.jpg,"bathroom, black and white, towel, sink, hand soap, picture frame|I think of my own bathroom when I see this image."
sun_aalhlvzmjmitybdn.jpg,"vanity, sink, towel, mirror, toilet paper, floor, faucet, soap, outlet|bathroom, toilet, clean, neat, appealing, sparkling, artwork, latrine, restroom, bright"
sun_aalhlvzmjmitybdn.jpg,"Bathroom, soap, faucet, sink, hand towel, towel rack, mirror, window, toilet, toilet paper, tiled floor, trashcan |A fairly spacious and bright bathroom retreat that is well-cleaned. It looks like an enjoyable place to do my bathroom activities."
sun_aalhlvzmjmitybdn.jpg,"white sink, white vanity, toilet paper holder, heating vent, tile floor, towel rack, towel, art, mirror|looks like a basic but nice bathroom, sparse and clean"
sun_aalhlvzmjmitybdn.jpg,"toilet paper, mirror, sink, cabinet, trash, vent, carpet, wall, picture|going to the bathroom, washing hands, generic, suburban, using the toilet"
sun_aalhlvzmjmitybdn.jpg,"window, blinds, mirror, towel, towel bar, sink, toilet paper, tile|clean, refresh, shower, rebirth, rejuvenate, routine, hair, water, teeth, face"
sun_aamedkxepzlwuxes.jpg,"Kitchen, counters, sink, stove top, oven, cabinets, window, air conditioner, paneling, coffee pot, floor mat|family, breakfast, lunch, dinner, mom, cooking, food, morning, needs remodeling, old fashion"
sun_aamedkxepzlwuxes.jpg,"Cupboards, sink, window, checked curtain, black and white stove, ceiling light|Kitchen, cozy, warm, family oriented, clean, cheerful, friendly, food, breakfast"
sun_aamedkxepzlwuxes.jpg,"kitchen, paneling, cabinets, sink, stove, appliances, valance, cutlery, teapot, handles|kitchen, meals, nostalgia, family, hub, appliance, sink, knives, paneling, valance"
sun_aamedkxepzlwuxes.jpg,"kitchen, sink, stove, oven, drawers, house, floor, rug, curtain, light|cooking, baking, cleaning, dishes, housework, storage, organization, handle, drawer, sink"
sun_aamedkxepzlwuxes.jpg,"cabinet, faucet, window, kitchen, room, indoors, metal, appliance, stove, sink, light|I wonder what the current monetary value of this is"
sun_aamedkxepzlwuxes.jpg,"window unit, stenciled cabinets, cluttered counter top with appliances, 1960s kitchen|This looks like a grandma's kitchen, they must spend a lot of time in here with the window unit being in the kitchen, I bet it is hot in the summer"
sun_aamedkxepzlwuxes.jpg,"Cabinets, window, wooden panels, teapot, stove, oven, drawers, towels, sink, dish soap, overhead light|Kitchen, cooking, home, baking pies, making food, backyard, Thanksgiving, washing dishes"
sun_aamedkxepzlwuxes.jpg,"Kitchen, black and white, wood, lights, cooking, food, home, air conditioner |I think of my kitchen when I see this image."
sun_aamedkxepzlwuxes.jpg,"pot, cupboard, air conditioner, drawers, outlet, appliances, sink, soap, stove, toaster, knives|A kitchen, an apartment, a poor family, a lower class family, a condominium"
sun_aamedkxepzlwuxes.jpg,"kitchen, counter top, stove, pot, tea pot, light bulb, appliances|cooking, food, hunger, helping mom cook, chores, cleaning, groceries, knives"
sun_aamedkxepzlwuxes.jpg,"metal cabinets, air conditioner, stove, window, sink, faucet, toaster, rug|doing dishes, cooking dinner, gets hot, easy to clean, small"
sun_aamedkxepzlwuxes.jpg,"An old kitchen, wood paneling, window unit air conditioner in the window|my childhood home, taking a nap next to a window unit on a summer day"
sun_aamedkxepzlwuxes.jpg,"wood paneling, curtain, dated cabinets, oven and stove, rug, light in ceiling|this kitchen looks gross, i wouldn't want to eat in it"
sun_aapllqyqlykszopd.jpg,"small kitchen, wooden floors, white stove, white door to storage room|nicely decorated kitchen, dining room is adjacent, nicely placed window"
sun_aapllqyqlykszopd.jpg,"kitchen, white stove, dishwasher, wood panel cabinets, wooden floor, kitchen chair, window with blinds |home, house, eating breakfast, preparing dinner, family, food, conversations, cleaning"
sun_aapllqyqlykszopd.jpg,"wood cabinets, stove, door, chair, window, dishwasher, kettle, plant, floor|washing dishes, making meals for family, sweeping and mopping floor"
sun_aapllqyqlykszopd.jpg,"kitchen cabinets, oven, stove, wood floor, window, sink, door, dishwasher|it looks very country, maybe ""builder grade"", not a very nice house but quaint"
sun_aapllqyqlykszopd.jpg,"Smooth polished wooden floor, white door, shiny metal stove, hanging light, plants|Perfect kitchen, tidy, sparkling, middle class, comfortable, breakfast nook, tea"
sun_aapllqyqlykszopd.jpg,"Kitchen, stove, floor, tile, cabinets, kettle, blinds, lights, door, chairs|eating, cooking, storing food, dishes, making tea, quiet mornings, breakfast"
sun_aapllqyqlykszopd.jpg,"room, black and white, chair, lighting, stove, counter, drawers, kitchen|I think of being in my house when I see this."
sun_aapllqyqlykszopd.jpg,"Wood floor, wood cabinet, metal stove, metal teapot, chair, door, sink, window.|Kitchen, cooking, outdated, lovely floor, HGTV, making tea, washing dishes, Thanksgiving dinner."
sun_aapllqyqlykszopd.jpg,"kitchen, corner cabinets, white appliances, laminate or wood floor, white door, pendant light, tea kettle|budget decor, starter home, waiting for a cup of tea, want to paint cabinets"
sun_aapllqyqlykszopd.jpg,"kitchen, room, appliances, tea pot, light, door, window, blinds, cabinets, floor, chair|I wonder what the current value of this item is"
sun_aapllqyqlykszopd.jpg,"door, kitchen, sink, oven, stove, floor, lights, cupboards, ceiling, walls|cooking, cleaning, washing, dishes, baking, food, beverage, dinner, lunch, breakfast"
sun_aapllqyqlykszopd.jpg,"kitchen, stove, teakettle, cabinets, light, door, chair, blinds, stovetop, plants|My mother making and baking a lot of cookies around the holidays"
sun_aapllqyqlykszopd.jpg,"pantry, dishwasher, white appliances, kettle, house plants, paper town dispenser|Well-kept white kitchen, looks like it belongs in the country, happy family"
sun_aavzagnbsbymxlyh.jpg,"island, wood, metal, stove, cookware, pictures, sink, faucet, microwave, light|cooking for family, doing dishes, sweeping and mopping floor, baking"
sun_aavzagnbsbymxlyh.jpg,"range hood, island, granite counter tops, pendant lights, cabinets, pots|looks like a very high-end kitchen, nice cabinets, great range and range hood"
sun_aavzagnbsbymxlyh.jpg,"Kitchen island, vented range hood, built-in stove, framed art, shiny counter-top, sink and faucet|real estate ad, stay-at-home moms, company's coming, cooking for family, home renovation shows"
sun_aavzagnbsbymxlyh.jpg,"Shiny stove with hood, center kitchen block with sink, framed pictures on the walls|Fancy kitchen, wealth, privilege, cooking, recipes, food, parties, banquet, guests"
sun_aavzagnbsbymxlyh.jpg,"table, kitchen, indoors, house, drawer, metal, wall, light, wood, room|I think of how to operate all of that to make food"
sun_aavzagnbsbymxlyh.jpg,"Island, stove, hood, kitchen, colander, drawers, pots, pictures, lights, outlets|cooking, entertaining, dinner, lunch, breakfast, heating up food, food, eating"
sun_aavzagnbsbymxlyh.jpg,"kitchen, table, stove, drawers, pots and pans, black and white|I think of being in my kitchen when I see this."
sun_aavzagnbsbymxlyh.jpg,"Stove, oven, pots and pans, island, sink, faucet, tile, granite. |Gourmet kitchen, cooking, baking, high end home, expensive, preparing food, executive chef."
sun_aavzagnbsbymxlyh.jpg,"an oven and stove, a hood above the oven, a center island with a sink,  lights hanging from ceiling, pictures on the wall, microwave on the right|cooking, meals, nice kitchen, dinner, eating, families, I would like this"
sun_aavzagnbsbymxlyh.jpg,"kitchen, pots, sink, plates, dishes, pictures, pipes, cabinets, microwave, stove|people are going to cook in here, this is a big kitchen"
sun_aavzagnbsbymxlyh.jpg,"vent a hood, stove, drawers, cabinet, lighting, pots and pans |cooking meals for your family, working on your baking at the island."
sun_aavzagnbsbymxlyh.jpg,"lights, microwave, hood, stove top, pictures, drawers, handles, island, pans|cooking, breakfast, eggs, bacon, hashbrowns, boiling water, rice, poached eggs"
sun_aavzagnbsbymxlyh.jpg,"Table, Counter-top, Plate, Pots, Pans, Pictures, Lamps, Microwave, Bowl, Sink, Faucet|Food, Warmth, Family, Cooking, Cleaning, Steam, Baking, Home, Storage, Scents"
sun_abdeycdjphjbrrvw.jpg,"fireplace, stone mantel, living room, sofa and chairs, pane windows|ski lodge, family vacation, toasting toes by the fire, roasting chestnuts, real estate ad"
sun_abdeycdjphjbrrvw.jpg,"room, chimney, chairs, couch, fireplace, roof, black and white, living|I think of being in my living room when I see this."
sun_abdeycdjphjbrrvw.jpg,"chairs, fireplace, glass, window, ceiling, floor, rug, wall, brick, wood|I wonder what the current cost of this area is"
sun_abdeycdjphjbrrvw.jpg,"Vaulted ceiling, natural stone fireplace, large windows, leather furniture, area rug|Cozy, winter, smell of  wood smoke, ski lodge, Christmas time, holidays"
sun_abdeycdjphjbrrvw.jpg,"room, windows, fireplace, table, chairs, couch, pillows, grate, lights, flooring|A long weekend cross country skiing with family and friends"
sun_abdeycdjphjbrrvw.jpg,"fireplace, stones, chair, couch, ottoman, stools, wood, beams, windows, pillows|Relaxing, spending time with others, cold nights, vacation, being in the country"
sun_abdeycdjphjbrrvw.jpg,"fireplace, fire, windows, couch, pillows, carpet, tables, leather, wood, glass|home, hearth, family, comfort, cozy, easy, warm, safe, intimate, dry"
sun_abdeycdjphjbrrvw.jpg,"several windows, a couch, an ottoman in the center, tray on ottoman, a black armchair, fireplace, wooden ceiling|the woods, the country, cottage, cozy, warm, trendy, comfortable, food, hungry"
sun_abdeycdjphjbrrvw.jpg,"cabin, snow, fireplace, grill, chairs, ottoman, timbers, ceiling, windows, glass|weekend getaway, driving, skiing, snowboarding, hot coco, winter lodge, fire"
sun_abdeycdjphjbrrvw.jpg,"couch, two upholstered chairs, two stools, windows, stone fireplace, nice carpet |looks like a ski lodge or cabin, snow on the ground outside"
sun_abdeycdjphjbrrvw.jpg,"fireplace, couches, chairs, windows, ceiling beams, windows, carpet, glasses, coffee table, sconces |Living room, being with the family, peacefulness by the fire, winter weather outside"
sun_abdeycdjphjbrrvw.jpg,"tall stone fire place, upholstered ottoman, leather couch, tables windows|what a great room, looks like a rustic lodge in the woods"
sun_abdeycdjphjbrrvw.jpg,"Chimney, fireplace, couches, chairs, ottoman, windows, wooden beams, architecture, leather, stones, pillows, tray table|Comfort, warmth, social gathering, family, winter, vacation, relaxation, out of the elements,"
sun_acegryoqftbzowsg.jpg,"BATHROOM, BATH TUB, TILES, FLOOR TUB, SHELVES, WINDOW, DIAMOND SHAPE,TAP , SQUARES.|BATH, LUXURY, NECESSITY, HOUSE, RELAXATION, CLEANLINESS, SOAP, TOWEL, FRAGRANCE, TISSUES."
sun_acegryoqftbzowsg.jpg,"toilet, window, bathtub, sink, drawers, rug, tile floor, art on wall |A bathroom, medium size, lots of light, lacking a shower"
sun_acegryoqftbzowsg.jpg,"bathroom, tub, faucet, sink, cabinet, toilet, room, window, floor, ceiling|I wonder what the price of this room is, I wonder who owns this"
sun_acegryoqftbzowsg.jpg,"rug, jacuuzi, cabinets, windows, tile, dark grout, art, dark paint|it looks kind of grungy, i wouldn't want to bathe there"
sun_acegryoqftbzowsg.jpg,"bathroom, recessed tub, vanity sink, tile floor, matching pane windows, toilet|weird toilet location, hotel bathroom, maids cleaning, real estate ad, view from the tub"
sun_acegryoqftbzowsg.jpg,"Dark walls, wainscoting, soaking tub, wood vanity, toilet behind half wall|Long relaxing baths, ugly wall color, worry over windows above bathtub"
